compound_id,smiles
Glc2Man9GlcNAc2-proteins,CC(N[C@H]%13([C@H](NC(=O)C[C@H](N[a protein])C([a protein])=O)O[C@H](CO)[C@@H](O[C@H]%12([C@H](NC(=O)C)[C@H]([C@H](O[C@H]1([C@@H](O)[C@H]([C@H](O)[C@H](O1)CO[C@@H]2([C@@H](O)[C@H]([C@H](O)[C@H](O2)CO[C@H]3(O[C@@H]([C@H]([C@@H]([C@@H]3O[C@@H]4([C@H]([C@@H](O)[C@H](O)[C@@H](CO)O4)O))O)O)CO))O[C@@H]6([C@@H](O[C@@H]5([C@H]([C@@H](O)[C@H](O)[C@@H](CO)O5)O))[C@H]([C@H](O)[C@@H](CO)O6)O)))O[C@@H]%11([C@@H](O[C@@H]%10([C@@H](O[C@@H]7([C@@H](O)[C@H]([C@H](O)[C@@H](CO)O7)O[C@@H]8([C@H](O)[C@H]([C@H](O)[C@@H](CO)O8)O[C@@H]9([C@H](O)[C@H]([C@H](O)[C@@H](CO)O9)O))))[C@H]([C@H](O)[C@H](O%10)CO)O))[C@@H](O)[C@@H]([C@H](O%11)CO)O)))[C@@H](CO)O%12)O))[C@H](O)%13))=O
PNP-Modified-Glycosides,C1([a glycoside])(\C=C/C(/[N+](=O)[O-])=C\C=1)
5-hydroxyoligo-deoxyribonucleotides,[C@@H]1([a nucleobase])(O[C@H](CO)[C@@H](OP(=O)([O-])O[a deoxyribonucleic acid])C1)
N1-Methylguanine-containing-23S-rRNAs,CN1(C(=O)C2(\N=C/N(C(\N=C(N)/1)=2)[C@@H]3(O[C@H](COP(=O)([O-])O[a 23S rRNA])[C@@H](OP(=O)(O[a 23S rRNA])[O-])[C@@H](O)3)))
CPD-326,CCC(O)C
GlcNAc-b2-O-D-mannosyl-Protein,CC(=O)N[C@H]2([C@H](O[C@H]1([C@@H](O)[C@H](O)[C@@H](CO)O[C@H](OC([R])[C@@H](C(=O)[a protein])N[a protein])1))O[C@@H]([C@H]([C@@H]2O)O)CO)
Diacyl-sn-Glycerols,C(O[R1])[C@@H](O[R2])CO[R3]
Beta-amino-acids,C(=O)([O-])CC([NH3+])[R]
Sphingomyelins,C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC(=O)[R2])[C@H](O)[R1]
Deacetylated-Peptidoglycan,C[C@H](C(=O)N[C@H](C)C(=O)[O-])NC(=O)[C@H](CCCC([R])[NH3+])NC(=O)CC[C@@H](NC(=O)[C@@H](NC([C@H](O[C@@H]4([C@@H](NC(=O)C)[C@H](O[R1])O[C@H](CO)[C@@H](O[C@@H]3(O[C@H](CO)[C@@H](O[C@@H]2(O[C@H](CO)[C@@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R2])[C@H](O)[C@@H](NC(=O)C)1))[C@H](O[C@@H](C(=O)N[C@@H](C)C(N[C@H](CCC(=O)N[C@@H](CCCC([NH3+])[R])C(N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])=O)C(=O)[O-])=O)C)[C@H]2NC(=O)C))[C@H](O)[C@@H]([NH3+])3))4))C)=O)C)C(=O)[O-]
Brassinolide-Sulfates,CC([C@@H]([C@H]([C@@H]([C@@H](C)C2([C@]3(CCC4([C@]1(C[C@H]([C@H](C[C@@H]1C(=O)OCC([C@H](CC2)3)4)O[R])O[R])C))(C)))O[R])O[R])C)C
CPD-11708,CC(=O)N[C@H]3([C@H]([C@H](O)[C@H](O)CO)O[C@@](O[C@H]2([C@@H](O[C@@H]1(O[C@@H]([C@H](O)[C@H](O)[C@@H](NC(=O)C)1)CO))[C@H](O[C@@H](O[R])[C@H](O)2)CO))(C([O-])=O)C[C@H](O)3)
Carotenoid-beta-end-group,C(/[R])=C(C)\C=C\C=C(C)\C=C\C1(\C(C)(C)CCCC(/C)=1)
Isoflavans,C2([R])(OC3(\C(/C([R7])C([R6])(C1(C(/[R5])=C([R4])/C(\[R3])=C([R2])\C([R1])=1))2)=C([R8])/C(\[R9])=C([R10])\C(/[R])=3))
N-terminal-specific-UCP-E2-L-cysteine,C(=O)([an N-terminal E2 ubiquitin-conjugating enzyme])[C@@H](N[an N-terminal E2 ubiquitin-conjugating enzyme])CS
Cytidine-56-tRNAs,C(OP(=O)([O-])O[a tRNA])[C@H]2(O[C@@H](N1(\C=C/C(/N)=N\C(=O)1))[C@H](O)[C@H](OP(=O)(O[a tRNA])[O-])2)
GLUCOSAMINYL-13-N-ETCETERA-GALACTOSAMINY,CC(=O)N[C@H]2([C@H](O[C@@H]1([C@@H](NC(C)=O)[C@H](O[C@H](CO)[C@H](O)1)OC([R])[C@@H](C(=O)[a protein])N[a protein]))O[C@H](CO)[C@@H](O)[C@H](O)2)
HEME_A,C=CC4(\C6(/C=C8(C(/C)=C(CCC(=O)[O-])/C1(/N([Fe]35([N+]2(\C(/C(/C=O)=C(CCC(=O)[O-])\C(/C=1)=2)=C/C7(/N3C(\C=C(C(/C)=4)/[N+]\5=6)=C(C(/C)=7)/[C@@H](O)CC/C=C(C)/CC/C=C(C)/CCC=C(C)C))))8))))
Pyrimidine-Nucleosides,[C@@H]1([R])([C@H]([a pyrimidine base])O[C@H](CO)[C@@H](O)1)
anthraniloyl-PqsD,C(=O)([a [PqsD protein]])[C@@H](N[a [PqsD protein]])CSC(C1(\C(\N)=C/C=C\C=1))=O
R-Isoflavanones,C2([R9])(OC3(\C(\C(=O)[C@H](C1(\C(/[R])=C([R1])/C(\[R2])=C([R3])\C(/[R4])=1))2)=C([R5])/C(\[R6])=C([R7])\C(/[R8])=3))
Glycerophosphoinositols,C(OC(=O)[R1])[C@H](COP(=O)([O-])O[C@@H]1([C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)1))OC(=O)[R2]
Cellulose-D-glucono-1-5-lactone,[C@@H]1([R1])([C@H](O)[C@@H](O)[C@@H](O[C@H](CO)1)O[C@H]2([C@H](O)[C@@H](O)[C@@H](O[C@H](CO)2)O[C@H]3([C@H](O)[C@@H](O)[C@@H](O[C@H](CO)3)O[C@H]4([C@H](O)[C@@H](O)C(=O)O[C@H](CO)4))))
13-and-16-Sial-Gal-N-glycans,CC(=O)N[C@@H]%15([C@@H](O)C[C@](OC[C@@H]%14([C@H](O)[C@H](O)[C@@H](O)[C@H](O[C@H]%13([C@@H]([C@H]([C@H](O[C@@H]1([C@H](O[C@@H]([C@H]([C@@H]1O)O[C@@H]2([C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)3))O)NC(C)=O))CO)O[C@H]6([C@H](O)[C@H](O[C@@H](O[C@H]5([C@@H]([C@H]([C@H](O[C@@H]4([C@@H](CO)O[C@@H](NC(=O)C[C@H](N[a protein])C([a protein])=O)[C@H](NC(=O)C)[C@@H](O)4))O[C@@H]5CO)NC(=O)C)O))[C@@H](O)6)CO[C@@H]%10([C@@H](O[C@@H]7([C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@@H]9(O[C@H](CO)[C@H](O)[C@H](O[C@]8(C([O-])=O)(C[C@H](O)[C@@H](NC(C)=O)[C@@H](O8)[C@H](O)[C@H](O)CO))[C@@H](O)9))O)NC(C)=O))[C@H]([C@H](O)[C@H](O%10)CO[C@@H]%11([C@@H]([C@H]([C@@H]([C@H](O%11)CO)O[C@@H]%12(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)%12))O)NC(C)=O))O))))O[C@@H]%13CO)NC(=O)C)O))O%14))(C([O-])=O)O[C@H]%15[C@H](O)[C@H](O)CO)
DIPHOSPHO-1D-MYO-INOSITOL-TETRAKISPHOSPH,[C@@H]1([C@H]([C@H]([C@H]([C@@H]([C@H]1OP(=O)([O-])[O-])OP(=O)([O-])OP([O-])([O-])=O)OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])O
trans-2-cis-5-dienoyl-CoA,C(\[R])=C\C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
3-Alpha-L-Fucosyl-NAc-Glycoprotein,C[C@@H]2(O[C@H](O[C@@H]1([C@H]([C@@H](O[C@@H]([C@H]1O)CO)OC([R])[C@@H](C(=O)[a protein])N[a protein])NC(C)=O))[C@H]([C@@H]([C@H](O)2)O)O)
D-Mannopyranuronate,C([O-])(=O)[C@H]1(OC(O)[C@@H](O)[C@@H](O)[C@H](O)1)
N6-Alkylaminopurine,C1(\NC2(/N=C\N=C(C(/N=1)=2)\N[R]))
ACETOIN,CC(O)C(=O)C
18s-rRNA-Adenines,C(OP(=O)([O-])O[an 18S rRNA])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](OP(=O)(O[an 18S rRNA])[O-])3)
CPD-20305,C([R])C(\C)=C/CSC[C@H]([NH3+])C(=O)[O-]
CPD-19786,C([R])(C1(/C(/O)=C\C(\O)=C/C(/O)=1))=O
CPD-19352,CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(=O)([O-])OP(O[C@@H]1([C@@H]([C@H]([C@H]([C@H](O1)CO[C@@H]8(O[C@H](CO)[C@H](O)[C@H](O[C@@H]7(O[C@H](C(=O)[O-])[C@@H](O[C@@H]6(O[C@H](C(=O)[O-])[C@@H](O[C@H]2([C@@H]([C@H]([C@H]([C@H](O2)CO[C@@H]5(O[C@H](CO)[C@H](O)[C@H](O[C@@H]4(O[C@H](C(=O)[O-])[C@@H](O[C@@H]3(O[C@H](C(=O)[O-])[C@@H](O[R])[C@H](O)[C@@H](O)3))[C@H](O)[C@@H](O)4))[C@@H](NC(=O)C)5))O)O)NC(C)=O))[C@H](O)[C@@H](O)6))[C@H](O)[C@@H](O)7))[C@@H](NC(=O)C)8))O)O)NC(C)=O))([O-])=O
1-BETA-D-GALACTOSYL-2-2-HYDROXYACYLS,CCCCCCCCCCCCC/C=C/C(O)C(CO[C@@H]1(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)1))NC(=O)C(O)[R]
Galactofuran,CC(C)=CCCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(=O)([O-])OP(=O)([O-])O[C@@H]7(O[C@H](CO)[C@@H](O[C@@H]6(O[C@@H](C)[C@H](O[C@H]5([C@H](O)[C@@H](O)C([C@H](O[C@H]4([C@H](O)[C@@H](O)C([C@H](O)CO[C@H]3([C@H](O)[C@@H](O)C([C@H](O[C@H]2([C@H](O)[C@@H](O)C([C@H](O)CO[C@H]1([C@H](O)[C@@H](O)C([C@H](O)CO)O1))O2))CO)O3))O4))CO)O5))[C@@H](O)[C@@H](O)6))[C@H](O)[C@@H](NC(C)=O)7)
Formate-acetyltransferase-glycine,C(N[a protein])C(=O)[a protein]
Jasmonoyl-Amino-Acid-Conjugates,CC\C=C/CC1(C(=O)CCC1CC(N[C@@H]([R])C([O-])=O)=O)
N-Ac-N-terminal-L-valine,CC(C)[C@@H](C([a protein])=O)NC(=O)C
Acyl-homoserine-lactones,C1(C[C@H](NC(=O)[R])C(=O)O1)
CPD-8525,C(=O)([a protein])[C@H](COP([O-])([O-])=O)N[a protein]
Phosphatidylinositols,C(OC(=O)[R1])[C@H](COP(=O)([O-])O[C@@H]1([C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)1))OC(=O)[R2]
Protein-Phosphothreonines,C[C@@H](OP([O-])(=O)[O-])[C@H](N[a protein])C(=O)[a protein]
L-rhamnose,C[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)C=O
tRNA-Adenosines-37,C(OP(=O)([O-])O[a tRNA])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](OP(=O)(O[a tRNA])[O-])3)
Phenyl-Acetates,CC(=O)OC1(\C(/[R5])=C([R4])/C(\[R3])=C([R2])\C(/[R1])=1)
Alpha-NAD-P-H,C1(/N(\C=C/CC(/C(N)=O)=1)[C@H]5(O[C@H](COP(OP(OC[C@H]4(O[C@@H](N2(C3(\C(\N=C/2)=C(N)/N=C\N=3)))[C@H](O[R])[C@H](O)4))(=O)[O-])(=O)[O-])[C@@H](O)[C@@H](O)5))
CPD-10734,C(O)[C@@H](O)[C@H]([C@@H]1(OC(C([O-])=O)(O)C[C@@H]([C@H]1O)O))O
Ethyl-esters,CCOC(=O)[R]
2-AMINO-4-OXO-PENTOATE,CC(=O)CC([NH3+])C([O-])=O
NACMUR,C[C@@H](O[C@@H]1([C@@H](NC(=O)C)C(O[C@H](CO)[C@H]1O)O))C(=O)[O-]
S-ubiquitinyl-E3-independent-E2-Cys,C(N[a ubiquitin])C(=O)SC[C@@H](C(=O)[an (E3-independent) E2 ubiquitin-conjugating enzyme])N[an (E3-independent) E2 ubiquitin-conjugating enzyme]
CPD-13838,CC(O)CC(=O)O[C@@H]1([C@@H](O)[C@@H](O[C@@H]2(COC(C([O-])=O)(C)O[C@H]12))O[C@@H]3([C@@H](O)[C@@H](O[C@H](CO)[C@H]3O)O[C@H]4([C@H](O)[C@@H](O)[C@@H](O[C@H](CO)4)O[C@H]9([C@H](O)[C@@H](O)[C@H](OC[C@@H]5([C@H]([C@H](O)[C@@H](OC(C)=O)[C@@H](O[R2])O5)O[C@@H]6(O[C@H](CO)[C@H]([C@H](O)[C@@H](O)6)O[C@@H]7(O[C@H](C([O-])=O)[C@H]([C@H](O)[C@@H](OC(C)=O)7)O[C@@H]8(O[C@H](C([O-])=O)[C@@H](O[R1])[C@H](O)[C@@H](O)8)))))O[C@H](CO)9))))
tRNA-Containing-N1-Methylguanine-37,CN1(C(=O)C2(\N=C/N(C(\N=C(N)/1)=2)[C@@H]3(O[C@H](COP(=O)([O-])O[a tRNA])[C@@H](OP(=O)(O[a tRNA])[O-])[C@@H](O)3)))
CPD-17354,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCCC(=O)[a glycerolipid]
CPD-16705,CCCCCCCCCCCCCC(=O)OCC(CO)O
Keratan-sulfate-NAcGlcN6S,CC(=O)N[C@H]1([C@@H](O[R1])O[C@H](COS(=O)(=O)[O-])[C@@H](O[R2])[C@H](O)1)
Protein-disaccharide-L-ser,C[C@@H]2([C@@H](NC(=O)C)[C@H](O[C@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))[C@@H](NC(=O)C)[C@H](OC[C@H](N[a protein])C([a protein])=O)O2)
D-GALACTOSAMINE-6-PHOSPHATE,C(OP([O-])(=O)[O-])[C@H]1(OC(O)[C@H]([NH3+])[C@@H](O)[C@@H](O)1)
25S-rRNA-Cytosines,C(OP(=O)([O-])O[a 25S rRNA])[C@H]2(O[C@@H](N1(C(/N=C(\C=C/1)/N)=O))[C@H](O)[C@H](OP(=O)(O[a 25S rRNA])[O-])2)
Medium-Chain-234-Saturated-Fatty-Acids,C([R])CCCCC([O-])=O
Alkanesulfonates,C([R])S(=O)(=O)[O-]
DEOXY-RIBOSE-1P,C(O)[C@H]1(OC(OP([O-])(=O)[O-])C[C@H](O)1)
1-Linoleoyl-L-Phosphatidate,CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC[C@@H](OC([R])=O)COP([O-])(=O)[O-]
CPD0-1104,C(=O)([O-])C1(CC[NH2+]1)
Heparan-glucuronate-terminal,C[C@@H]1([C@H]([C@@H]([C@@H](C([O-])=O)O[C@@H]1O[heparan sulfate])O)O)
3-Ketomaltose,C(O)[C@H]1(O[C@@H]([C@@H](C([C@@H]1O)=O)O)O[C@H]2([C@@H]([C@H](C(O[C@@H]2CO)O)O)O))
3-Hydroxybutanoyl-CoAs,CC(CC(SCCNC(CCNC(C(C(COP(=O)([O-])OP(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])([O-])=O)O)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))([O-])=O)(C)C)O)=O)=O)=O)O
Pro-tRNA-2-O-MeCytidine4,CO[C@@H]2([C@H](OP(=O)(O[a tRNA<SUP>Pro</SUP>])[O-])[C@@H](COP(=O)([O-])O[a tRNA<SUP>Pro</SUP>])O[C@@H](N1(\C=C/C(/N)=N\C(=O)1))2)
Orthophosphoric-Monoesters,[O-]P(=O)([O-])O[R]
25S-rRNA-uracil-2843,C(OP(=O)([O-])O[a 25S rRNA])[C@H]2(O[C@@H](N1(\C=C/C(=O)NC(=O)1))[C@H](O)[C@H](OP(=O)(O[a 25S rRNA])[O-])2)
Purine-deoxyribonucleosides-5-PPP,C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@@H]([a purine base])C[C@H](O)1)
CPD-19329,CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(=O)([O-])OP([O-])(=O)O[C@H]1([C@@H]([C@H]([C@H]([C@H](O1)C)[NH3+])O[C@@H]8(O[C@H](COP(OC[C@H]([C@H]([C@H](CO[C@H]2([C@@H]([C@H]([C@H]([C@H](O2)COP(OCC[N+](C)(C)C)([O-])=O)O)O[C@@H]3([C@@H]([C@H]([C@H]([C@H](O3)COP(OCC[N+](C)(C)C)([O-])=O)O[C@@H]4([C@@H]([C@H]([C@H]([C@H](O4)C)[NH3+])O[C@@H]7(O[C@H](COP(OC[C@H]([C@H]([C@H](CO[C@H]5([C@@H]([C@H]([C@H]([C@H](O5)COP(OCC[N+](C)(C)C)([O-])=O)O)O[C@@H]6([C@@H]([C@H]([C@H]([C@H](O6)COP(OCC[N+](C)(C)C)([O-])=O)O[R])O)NC(C)=O))NC(C)=O))O)O)O)(=O)[O-])[C@@H](O)[C@H](O)[C@@H](O)7))NC(C)=O))O)NC(C)=O))NC(C)=O))O)O)O)(=O)[O-])[C@@H](O)[C@H](O)[C@@H](O)8))NC(C)=O)
Pyrrolidine-Diones,CC(C)[C@@H](C(C1(C(=O)NC(=O)[C@@H](C)1))=O)NC(=O)C[C@H](N[R])C2(\C=C/C=C\C=2)
5-Methylcytosine-48-tRNAs,CC1(\C(\N)=N/C(=O)N(\C=1)[C@@H]2(O[C@H](COP(=O)([O-])O[a tRNA])[C@@H](OP(=O)(O[a tRNA])[O-])[C@@H](O)2))
medium-Chain-Trans-23-Dehydroacyl-CoA,C([R])CC/C=C/C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
L-5-Monosubstituted-Hydantoins,[C@@H]1([R])(NC(=O)NC(=O)1)
TAG-18-3-36-0s,C(OC([R3])=O)[C@H](OC([R2])=O)COC([R1])=O
23S-rRNA-pseudouridine955-2504-2580,C2(\NC(=O)NC(=O)C(/[C@@H]1(O[C@H](COP(=O)([O-])O[a 23S rRNA])[C@@H](OP(=O)(O[a 23S rRNA])[O-])[C@@H](O)1))=2)
Protein-Glycines,C(N[a protein])C(=O)[a protein]
3-Hydroxy-L-aspartate,[C@@H]([NH3+])(C(=O)[O-])C(O)C(=O)[O-]
Short-Chain-Aldehydes,C([R])CCCC=O
Deoxy-Ribonucleoside-Monophosphates,C(OP(=O)([O-])[O-])[C@H]1(O[C@@H]([a nucleobase])C[C@H](O)1)
CPD-20938,CC%12(\C=C3(C(/N4([C@H]%11(O[C@H](CO)[C@@H](OP([O-])(=O)O[C@H](C)CNC(=O)CC[C@@]1([C@@H](CC(N)=O)[C@@H]2([C@@]7(C)([C@@](C)(CC(N)=O)[C@H](CCC(=O)N)C8(\C(/C)=C9([C@@](CC(=O)N)([C@H](CCC(N)=O)C%10(\C=C5(C(C)(C)[C@H](CCC(N)=O)C6(\C(/C)=C1/N2[Co-3]([N+]/3=C/4)([R])([N+]\5=6)([N+]\7=8)[N+]9=%10))))C)))))(C))[C@@H](O)%11)))=C\C(/C)=%12))
Polyisoprenyl-Monophosphates,CC(/C[R])=C\COP(=O)([O-])[O-]
CPD-21103,CCC(C)C(=O)C(=O)[O-]
23S-rRNA-guanine-2069,C(OP(=O)([O-])O[a 23S rRNA])[C@H]3(O[C@@H](N1(C2(\N=C(N)/NC(=O)C(\N=C/1)=2)))[C@H](O)[C@H](OP(=O)(O[a 23S rRNA])[O-])3)
N-4-aminobutylidene-eIF5A-lysine,C([NH3+])CC\C=N/CCCC[C@H](N[an eIF5A protein])C([an eIF5A protein])=O
N-terminal-L-leucyl-L-glutamyl-Protein,CC(C)C[C@H]([NH3+])C(=O)N[C@H](C(=O)[a protein])CCC(=O)[O-]
D-galacturonate-rhamnogalacturonan,C([C@H]1(O[C@@H]([C@@H]([C@H]([C@H]1O)O)O)O[a rhamnogalacturonan type I]))([O-])=O
16S-rRNAs-Pseudouridines,C2(\NC(=O)NC(=O)C(/[C@@H]1(O[C@H](COP(=O)([O-])O[a 16S rRNA])[C@@H](OP(=O)(O[a 16S rRNA])[O-])[C@@H](O)1))=2)
56-Dihydrouracil16-in-tRNAs,C(OP(=O)([O-])O[a tRNA])[C@H]2(O[C@@H](N1(CCC(=O)NC(=O)1))[C@H](O)[C@H](OP(=O)(O[a tRNA])[O-])2)
R-2-METHYLACYL-COA,C[C@H]([R])C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP(O)(=O)O)[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))O)O
Phenoxyl-rad-of-phenolic-donors,C1([R])(\C=C/C(/O)=C\C=1)
Short-Chain-234-Saturated-Fatty-Acids,C([R])CCC([O-])=O
CPD-189,C(OP(OC1(C[C@H](O)[C@@H](NC(=O)[R])[C@@H](O1)[C@H](O)[C@H](O)CO)C(=O)[O-])(=O)[O-])[C@@H]3([C@H]([C@H]([C@H](N2(\C=C/C(/N)=N\C2=O))O3)O)O)
CHONDROITIN-46-DISULFATE,CC(=O)N[C@H]8([C@H](O[C@H]1([C@H](O)[C@@H](O)[C@@H](O[C@H](C(=O)[O-])1)O[C@@H]4([C@@H](O)[C@H](O[C@@H]3([C@@H](O)[C@H](O[C@H]2([C@H](O)[C@@H](O)[C@H](OC[C@H](N[a protein])C(=O)[a protein])OC2))O[C@H](CO)[C@H](O)3))O[C@H](CO)[C@H](O)4)))O[C@H](CO)[C@H](OS(=O)([O-])=O)[C@H](O[C@@H]7(O[C@H](C(=O)[O-])[C@@H](O[C@@H]6(O[C@H](COS([O-])(=O)=O)[C@H](OS(=O)([O-])=O)[C@H](OC5(O[C@H](C(=O)[O-])[C@@H](O[R])[C@H](O)[C@H]5O))[C@@H](NC(C)=O)6))[C@H](O)[C@@H](O)7))8)
DsrE-L-Cysteine,C(=O)([a [DsrE protein]])[C@@H](N[a [DsrE protein]])CS
TAG-18-3-40-3s,C(OC([R3])=O)[C@H](OC([R2])=O)COC([R1])=O
Glutamates,C(CCC(C(=O)[O-])[NH3+])([O-])=O
CPD-17282,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)[a glycerolipid]
Branched-truncated-alpha-1-6-mannans,C(O)[C@H]1(O[C@H]([C@@H](O)[C@@H](O)[C@H](O[R1])1)OC[C@H]2(O[C@H]([C@@H](O)[C@@H](O)[C@H](O)2)OC[C@H]4(O[C@H]([C@@H](O[C@@H]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@H](O)3))[C@@H](O)[C@H](O)4)OC[C@H]5(O[C@H]([C@@H](O)[C@@H](O)[C@H](O)5)O[R2]))))
CPD-12146,C([a protein])(=O)[C@@H](N[a protein])CC1(\C=C/C(/O)=C(\C=1)/SC[C@@H](C([a protein])=O)N[a protein])
Wnt-Protein-O-9Z-hexadecenoyl-L-serine,CCCCCC\C=C/CCCCCCCC(OC[C@@H](C([a Wnt protein])=O)N[a Wnt protein])=O
5-Phosphomononucleotides,C(OP(=O)([O-])O)[C@H]1(O[C@@H]([a nucleobase])[C@H]([R])[C@H](OP(O)(=O)[O-])1)
DL-CARNITINE,C(C(O)CC(=O)[O-])[N+](C)(C)C
CPD-10414,C3(C(/[R2])=C([R1])/C(/[C@H]1(OC2(\C(/[R9])=C([R8])/C(\[R7])=C([R6])\C(/C[C@H]1O)=2)))=C([R5])\C(/[R4])=3)[R3]
Peptide-3-hydroxy-L-Aspartates,C(=O)([a protein])[C@@H](N[a protein])C(O)C(=O)[O-]
Very-Long-Chain-oxoacyl-CoAs,C(CCCCCCCCCCCCCCCCCCCC(=O)CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)[R]
Oligodeoxyribonucleotides,C(OP(O[C@H]2(C[C@H]([a nucleobase])O[C@H](COP(O[C@H]1(C[C@H]([a nucleobase])O[C@H](COP(O[R1])([O-])=O)1))([O-])=O)2))([O-])=O)[C@H]3(O[C@@H]([a nucleobase])C[C@H](O[R2])3).C(OP(O[C@H]5(C[C@H]([a nucleobase])O[C@H](COP(O[C@H]4(C[C@H]([a nucleobase])O[C@H](COP(O[R1])([O-])=O)4))([O-])=O)5))([O-])=O)[C@H]6(O[C@@H]([a nucleobase])C[C@H](O[R2])6)
CPD-17927,CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(OP(O[C@H]2(O[C@H](CO)[C@@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R])[C@H](O)[C@@H](NC(=O)C)1))[C@H](O[C@@H](C(=O)N[C@@H](C)C(N[C@H](CCC(=O)N[C@@H](CCC[C@H](C(=O)[O-])[NH3+])C(N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])=O)C(=O)[O-])=O)C)[C@@H](NC(=O)C)2))([O-])=O)(=O)[O-]
Rha3S,C[C@H]1([C@@H]([C@H]([C@H]([C@@H](O1)O)O)OS([O-])(=O)=O)O)
3-3-HAAs,C([R2])[C@H](CC(=O)O[C@H](C[R1])CC(=O)[O-])O
Rhamnogalacturonan-D-galacturonate,C([C@H]1(O[C@H]([C@@H]([C@H]([C@H]1O[a rhamnogalacturonan type I])O)O)O))(O)=O
D-Ribofuranose,C(O)[C@@H]1([C@H]([C@H](C(O)O1)O)O)
CPD-1066,CC(CCC(C(=O)[O-])[NH3+])[NH3+]
Ribonucleoside-Monophosphates,C(OP(=O)([O-])[O-])[C@H]1(O[C@@H]([a nucleobase])[C@H](O)[C@H](O)1)
CPD0-1959,CS(=O)CCC(C(=O)[O-])[NH3+]
Protein-N-terminal-L-Lysine,C([NH3+])CCC[C@@H](C([a protein])=O)[NH3+]
UDP-L-ARABINOSE,C3(OC(OP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(=O)NC1=O))O2)O)O))(=O)[O-])(=O)[O-])[C@H](O)[C@@H](O)[C@@H](O)3)
